onset	trial_type	obj_pair	reaction_time
48	catch	2	640.4650000040419
76	catch	11	488.2522000116296
92	catch	12	537.3966000042856
126	catch	6	483.6085000424646
132	catch	14	491.9787999824621
136	catch	13	587.8754999721423
172	catch	2	925.2989999949932
180	catch	8	535.2670999709517
200	catch	3	502.97510001109913
212	catch	6	551.7946000327356
218	catch	15	656.2382000265643
240	catch	10	488.3807000005618
278	catch	7	578.3044999698177
294	catch	8	618.9820999861695
296	catch	5	651.0730000445619
298	catch	13	619.529900024645
