onset	trial_type	obj_pair	reaction_time
18	catch	6	486.95709998719394
52	catch	3	504.59330005105585
76	catch	9	488.7954999576323
120	catch	2	547.3253999953158
148	catch	7	460.9995000064373
156	catch	12	477.27440000744537
238	catch	12	480.8947999845259
240	catch	4	520.984300004784
280	catch	14	474.96140003204346
284	catch	6	522.979800007306
300	catch	5	476.24679998261854
304	catch	13	531.9912999984808
316	catch	4	484.7056000144221
330	catch	5	453.27009999891743
334	catch	14	605.5201000417583
354	catch	7	478.78229996422306
