onset	trial_type	obj_pair	reaction_time
48	catch	2	784.747299971059
76	catch	11	383.4565000142902
92	catch	12	518.4331000782549
126	catch	6	452.24309992045164
132	catch	14	596.018600044772
136	catch	13	483.81939996033907
172	catch	2	544.9772998690605
180	catch	8	584.5055999234319
200	catch	3	703.0056000221521
212	catch	6	574.1177001036704
218	catch	15	1245.9468999877572
240	catch	10	508.3842999301851
278	catch	7	522.2530998289585
294	catch	8	528.6393999122083
296	catch	5	512.5064000021666
298	catch	13	720.8004000131041
