onset	trial_type	obj_pair	reaction_time
18	catch	6	642.32104025632
52	catch	3	639.2566587937836
76	catch	9	581.7308958107787
120	catch	2	624.8906135856487
148	catch	7	613.9740614189577
156	catch	12	589.3710989603278
238	catch	12	663.7145908198363
240	catch	4	552.0755193542755
280	catch	14	643.628099133366
284	catch	6	522.7084187713444
300	catch	5	657.6491950363561
304	catch	13	562.0366556609042
316	catch	4	496.5310951938591
330	catch	5	519.1321914458058
334	catch	14	487.93056746171715
354	catch	7	637.1775917718878
