onset	trial_type	obj_pair	reaction_time
18	catch	3	546.9182999804616
44	catch	11	490.6886999960989
48	catch	14	394.64699995005503
80	catch	1	448.6064999946393
118	catch	11	526.8679999862798
128	catch	11	422.45879996335134
134	catch	6	445.8520999760367
154	catch	9	525.2197000081651
166	catch	13	884.4014999922365
168	catch	15	380.3619000245817
180	catch	1	515.2550000348128
196	catch	3	497.7815999882296
198	catch	7	394.9981000041589
236	catch	11	512.4853999586776
290	catch	7	477.63519996078685
318	catch	4	1218.1952000246383
