onset	trial_type	obj_pair	reaction_time
20	catch	5	523.7516000051983
54	catch	10	497.6829999941401
104	catch	1	462.68990001408383
154	catch	8	484.09079998964444
160	catch	16	427.70679999375716
162	catch	15	395.75739996507764
204	catch	6	537.2394999722019
220	catch	16	504.45539999054745
236	catch	2	495.31050003133714
272	catch	4	533.1606999970973
278	catch	13	397.1324000158347
304	catch	7	466.1245999741368
318	catch	12	482.829499989748
334	catch	12	498.02369996905327
336	catch	3	490.32660003285855
338	catch	16	386.11119997221977
