onset	trial_type	obj_pair	reaction_time
48	catch	2	713.2336001377553
76	catch	11	536.1478999257088
92	catch	12	479.1323998942971
126	catch	6	597.4536000285298
132	catch	14	660.8798999805003
136	catch	13	476.6358998604119
172	catch	2	514.5016999449581
180	catch	8	601.7042000312358
200	catch	3	568.5964000876993
212	catch	6	559.2244998551905
218	catch	15	470.78570001758635
240	catch	10	485.81309989094734
278	catch	7	556.1035999562591
294	catch	8	667.1181998681277
296	catch	5	506.8951998837292
298	catch	13	394.8730998672545
