onset	trial_type	obj_pair	reaction_time
40	catch	2	536.5704111281957
58	catch	9	439.0515460218012
72	catch	14	486.43051260660286
120	catch	10	498.40154223056743
162	catch	13	439.382215259684
170	catch	16	527.1345123182982
188	catch	11	515.0791419582674
208	catch	11	482.40803958833567
236	catch	15	487.1132709486119
242	catch	15	774.907961495046
246	catch	1	558.3780696215399
302	catch	12	523.1825463743007
312	catch	5	473.6428504511423
322	catch	8	498.1016640558664
330	catch	2	472.2429727225972
336	catch	6	479.1861342055199
