onset	trial_type	obj_pair	reaction_time
18	catch	6	515.7677999814041
52	catch	3	514.0615999989677
76	catch	9	520.3814000124112
120	catch	2	574.776399997063
148	catch	7	540.0572000071406
156	catch	12	476.10030000214465
238	catch	12	503.621399984695
240	catch	4	423.2719000137877
280	catch	14	516.6425000061281
284	catch	6	476.67380000348203
300	catch	5	506.67000000248663
304	catch	13	490.6196999945678
316	catch	4	522.9930999921635
330	catch	5	506.0957999958191
334	catch	14	425.8493999950588
354	catch	7	431.9390999735333
