onset	trial_type	obj_pair	reaction_time
18	catch	6	506.8360621355623
52	catch	3	496.20779058500375
76	catch	9	511.7483522319617
120	catch	2	516.3299730911604
148	catch	7	505.53882128269834
156	catch	12	434.3409596995116
238	catch	12	602.8707087743896
240	catch	4	530.4974318469249
280	catch	14	471.87749619615715
284	catch	6	542.8620515772309
300	catch	5	573.0131955319848
304	catch	13	445.2195759758979
316	catch	4	428.12741252419073
330	catch	5	363.00208397460665
334	catch	14	451.6446443631139
354	catch	7	402.2240964609409
