onset	trial_type	obj_pair	reaction_time
40	catch	2	520.9321213260409
58	catch	9	422.879990718684
72	catch	14	454.9192069298442
120	catch	10	465.5769308001254
162	catch	13	438.1470027792602
170	catch	16	429.2653430975406
188	catch	11	436.27633416781464
208	catch	11	522.1057516810106
236	catch	15	424.6502536916523
242	catch	15	455.0896733917398
246	catch	1	448.39328665602807
302	catch	12	450.788295825987
312	catch	5	448.33616700361745
322	catch	8	560.2433832682436
330	catch	2	424.2816534360827
336	catch	6	671.6347376732301
