onset	trial_type	obj_pair	reaction_time
20	catch	5	451.40411707780004
54	catch	10	487.9856843872403
104	catch	1	444.8692718588063
154	catch	8	407.7102605633627
160	catch	16	472.49376369472884
162	catch	15	376.2458108540159
204	catch	6	468.5645563631624
220	catch	16	467.749708824158
236	catch	2	434.6711826892715
272	catch	4	511.558250888811
278	catch	13	431.4082225519087
304	catch	7	364.811616708721
318	catch	12	322.75548772668117
334	catch	12	392.4512809535372
336	catch	3	409.6795498253414
338	catch	16	328.17248349965666
