onset	trial_type	obj_pair	reaction_time
18	catch	3	491.3472651733173
44	catch	11	399.41006109165755
48	catch	14	400.48283956093655
80	catch	1	451.5928796790831
118	catch	11	443.10659508846584
128	catch	11	425.5427482585219
134	catch	6	417.7338670451718
154	catch	9	640.3550343384268
166	catch	13	438.5553190440987
168	catch	15	350.3023325347385
180	catch	1	398.139148827795
196	catch	3	395.2358640017337
198	catch	7	410.14900196751114
236	catch	11	439.8248925654116
290	catch	7	524.3111057561691
318	catch	4	440.9409570216667
