onset	trial_type	obj_pair	reaction_time
48	catch	2	435.42569999999614
76	catch	11	362.0819999999867
92	catch	12	361.2850000000094
126	catch	6	361.27299999998286
132	catch	14	541.9344999999112
136	catch	13	421.8607999999904
172	catch	2	476.0868000000755
180	catch	8	467.58439999996426
200	catch	3	410.59710000001814
212	catch	6	360.98660000004656
218	catch	15	393.36950000006254
240	catch	10	368.3544000000438
278	catch	7	421.9739000000118
294	catch	8	428.8302999999587
296	catch	5	365.1190000000497
298	catch	13	341.04130000002897
