onset	trial_type	obj_pair	reaction_time
48	catch	2	553.4982999961358
76	catch	11	515.6760000099894
92	catch	12	492.11570000625215
126	catch	6	397.890299995197
132	catch	14	437.2537999879569
136	catch	13	501.7441000090912
172	catch	2	487.3211999947671
180	catch	8	560.1179000223055
200	catch	3	489.4366000080481
212	catch	6	505.2635000029113
218	catch	15	481.5641000168398
240	catch	10	475.2089999965392
278	catch	7	500.9753000049386
294	catch	8	485.04729999694973
296	catch	5	429.05329997302033
298	catch	13	405.0930999801494
