onset	trial_type	obj_pair	reaction_time
14	catch	13	637.7186999889091
30	catch	4	534.7752000088803
44	catch	14	438.9724000066053
46	catch	10	639.205999992555
48	catch	9	495.08029999560677
116	catch	7	553.9869999920484
164	catch	4	525.0261000182945
166	catch	8	484.34809999889694
198	catch	11	541.7032000259496
208	catch	10	582.5253000075463
220	catch	5	502.48460000148043
232	catch	6	455.96399999340065
242	catch	16	464.14190001087263
254	catch	16	448.3769999933429
278	catch	9	498.1848000024911
334	catch	1	515.238500025589
