onset	trial_type	obj_pair	reaction_time
18	catch	6	549.3217000039294
52	catch	3	558.4899999957997
76	catch	9	567.9168000060599
120	catch	2	506.27030001487583
148	catch	7	507.37899998784997
156	catch	12	531.2584000057541
238	catch	12	519.248399999924
240	catch	4	433.74959999346174
280	catch	14	481.4909999840893
284	catch	6	425.5113999824971
300	catch	5	498.50960000185296
304	catch	13	514.5810999965761
316	catch	4	499.12100000074133
330	catch	5	467.16830000514165
334	catch	14	499.6658000163734
354	catch	7	516.8632999993861
