onset	trial_type	obj_pair	reaction_time
40	catch	2	496.54760018711386
58	catch	9	710.9832857713627
72	catch	14	630.2864244589728
120	catch	10	441.6371956867806
162	catch	13	669.116718467194
170	catch	16	541.8243968397292
188	catch	11	595.6669292081642
208	catch	11	483.47029436627054
236	catch	15	576.5224317856337
242	catch	15	504.3145514864591
246	catch	1	607.2939281239087
302	catch	12	731.9283950018871
312	catch	5	594.0729303547414
322	catch	8	625.5432514990389
330	catch	2	624.7288483882585
336	catch	6	1320.603952421152
