onset	trial_type	obj_pair	reaction_time
48	catch	2	537.3343864766866
76	catch	11	542.749597261718
92	catch	12	644.6465944645752
126	catch	6	571.4133990204573
132	catch	14	562.7307656268385
136	catch	13	465.54346225457266
172	catch	2	566.3333199454428
180	catch	8	478.4511649286287
200	catch	3	627.7418548716014
212	catch	6	578.7215907821519
218	catch	15	554.854947320564
240	catch	10	631.8732122217625
278	catch	7	694.3964728616265
294	catch	8	572.1055285575858
296	catch	5	563.9302783247331
298	catch	13	700.0816632535134
