onset	trial_type	obj_pair	reaction_time
14	catch	13	541.6817275122412
30	catch	4	519.3577609093154
44	catch	14	541.5929243026767
46	catch	10	589.29675890613
48	catch	9	365.6041518843267
116	catch	7	600.1218255087224
164	catch	4	643.8536130408465
166	catch	8	963.0444774666103
198	catch	11	488.72243865207565
208	catch	10	751.4978290064391
220	catch	5	462.9931590288834
232	catch	6	532.9821367213299
242	catch	16	603.7663270726625
254	catch	16	506.8137497710268
278	catch	9	528.3666010691377
334	catch	1	652.8553132429806
