onset	trial_type	obj_pair	reaction_time
18	catch	6	531.8412999622524
52	catch	3	465.640899958089
76	catch	9	623.5919999890029
120	catch	2	493.682200089097
148	catch	7	531.5274000167847
156	catch	12	562.8710000310093
238	catch	12	557.9845998436213
240	catch	4	693.6743000987917
280	catch	14	539.0741999726743
284	catch	6	1082.2358999866992
300	catch	5	897.5905999541283
304	catch	13	473.7876998260617
316	catch	4	519.7956000920385
330	catch	5	903.4312998410314
334	catch	14	503.256700001657
354	catch	7	542.1949999872595
