onset	trial_type	obj_pair	reaction_time
14	catch	13	603.2519000582397
30	catch	4	618.1206998880953
44	catch	14	576.8505001906306
46	catch	10	728.6489999387413
48	catch	9	1017.2170998994261
116	catch	7	0.0
164	catch	4	930.1479000132531
166	catch	8	513.9830000698566
198	catch	11	583.0671000294387
208	catch	10	559.130699839443
220	catch	5	662.4102999921888
232	catch	6	989.2948002088815
242	catch	16	532.6177000533789
254	catch	16	604.437799891457
278	catch	9	1098.3975001145154
334	catch	1	542.5521000288427
