onset	trial_type	obj_pair	reaction_time
20	catch	5	516.4422999951057
54	catch	10	466.1674000089988
104	catch	1	503.5675999824889
154	catch	8	492.88869998417795
160	catch	16	499.99330000719056
162	catch	15	419.9281000182964
204	catch	6	545.2434999751858
220	catch	16	512.9361000144854
236	catch	2	384.2321000411175
272	catch	4	469.9148999643512
278	catch	13	485.8459000242874
304	catch	7	508.4715000120923
318	catch	12	435.46090001473203
334	catch	12	434.75539999781176
336	catch	3	410.7403999660164
338	catch	16	346.7467000009492
