onset	trial_type	obj_pair	reaction_time
26	catch	1	555.4083000170067
108	catch	15	543.13700000057
122	catch	10	493.1483999826014
134	catch	2	477.3303000256419
176	catch	14	411.0010000295006
182	catch	1	530.8346999809146
216	catch	14	456.8285000277683
218	catch	12	512.6523000071757
256	catch	16	486.0101999947801
280	catch	5	460.82019997993484
292	catch	15	420.09880003752187
330	catch	7	473.28170004766434
336	catch	2	601.1160999769345
338	catch	12	408.97980000590906
350	catch	3	464.08840001095086
358	catch	8	423.99569996632636
