onset	trial_type	obj_pair	reaction_time
18	catch	6	532.3435568589048
52	catch	3	496.0881963133943
76	catch	9	598.079351691922
120	catch	2	811.6220642505141
148	catch	7	832.3685467066753
156	catch	12	607.6401997397625
238	catch	12	625.1214908234033
240	catch	4	480.203131763119
280	catch	14	605.5370362937538
284	catch	6	796.4309142271304
300	catch	5	492.0929443842397
304	catch	13	451.6821291354063
316	catch	4	506.7637700758496
330	catch	5	506.194358542416
334	catch	14	473.1385910190511
354	catch	7	608.007015007388
