onset	trial_type	obj_pair	reaction_time
26	catch	1	491.29951671420713
108	catch	15	483.21976339866524
122	catch	10	475.4358720347227
134	catch	2	481.8261331311078
176	catch	14	502.6333052192058
182	catch	1	501.2236100519658
216	catch	14	473.94719109433936
218	catch	12	562.8155526101182
256	catch	16	503.06259510762175
280	catch	5	565.5608658998972
292	catch	15	474.05384419471375
330	catch	7	463.9833817491308
336	catch	2	439.07385838610935
338	catch	12	486.2189913910697
350	catch	3	557.2151492015109
358	catch	8	484.7910000826232
