onset	trial_type	obj_pair	reaction_time
40	catch	2	513.9222645120753
58	catch	9	465.3040041375789
72	catch	14	502.65495176790864
120	catch	10	531.6659727504884
162	catch	13	615.9965585356986
170	catch	16	503.80850253986864
188	catch	11	541.8707692906537
208	catch	11	558.0735835983432
236	catch	15	457.9462690771834
242	catch	15	482.86564324189385
246	catch	1	491.16049885105895
302	catch	12	461.9946298525974
312	catch	5	517.5872983572845
322	catch	8	540.7716607605835
330	catch	2	436.2626382981034
336	catch	6	595.4169450133122
