onset	trial_type	obj_pair	reaction_time
40	catch	2	539.5052445329611
58	catch	9	491.62146543471863
72	catch	14	489.5606908816035
120	catch	10	438.7401518582692
162	catch	13	475.3967705012201
170	catch	16	458.95296766252613
188	catch	11	537.2557069576942
208	catch	11	552.3290813309814
236	catch	15	444.9479116697148
242	catch	15	619.9374806161586
246	catch	1	532.2523712518432
302	catch	12	488.1237714226927
312	catch	5	510.5830010643331
322	catch	8	550.2129719911864
330	catch	2	453.5948645748249
336	catch	6	508.92697370034057
