onset	trial_type	obj_pair	reaction_time
26	catch	1	689.7297999821603
108	catch	15	716.7185000143945
122	catch	10	699.3843999225646
134	catch	2	674.9330998864025
176	catch	14	760.7525000348687
182	catch	1	664.4949000328779
216	catch	14	751.088600140065
218	catch	12	710.8505999203771
256	catch	16	628.5376998130232
280	catch	5	691.3555001374334
292	catch	15	642.2123999800533
330	catch	7	712.0242998935282
336	catch	2	607.8093000687659
338	catch	12	727.429399965331
350	catch	3	750.73969992809
358	catch	8	757.6584999915212
