onset	trial_type	obj_pair	reaction_time
20	catch	5	580.3771000355482
54	catch	10	530.7369001675397
104	catch	1	624.2035999894142
154	catch	8	565.3256999794394
160	catch	16	580.902999965474
162	catch	15	636.9413000065833
204	catch	6	578.5396997816861
220	catch	16	625.533299986273
236	catch	2	544.2929998971522
272	catch	4	622.5838998798281
278	catch	13	550.5260000936687
304	catch	7	597.1387999597937
318	catch	12	572.1475000027567
334	catch	12	435.0133999250829
336	catch	3	555.3274000994861
338	catch	16	435.05590013228357
