onset	trial_type	obj_pair	reaction_time
20	catch	5	571.6096844807907
54	catch	10	632.2093082926585
104	catch	1	564.9021265962801
154	catch	8	655.8493108805123
160	catch	16	510.14746274267964
162	catch	15	510.25366983412823
204	catch	6	554.7258808383049
220	catch	16	554.8352116675233
236	catch	2	679.7713423802634
272	catch	4	589.6773848071462
278	catch	13	523.7776701815164
304	catch	7	593.8417737470445
318	catch	12	464.06652669247705
334	catch	12	535.047670471613
336	catch	3	494.5180630147661
338	catch	16	525.8853008053848
