onset	trial_type	obj_pair	reaction_time
48	catch	2	724.002009902506
76	catch	11	626.9117284809909
92	catch	12	578.4290625570065
126	catch	6	640.3063228053725
132	catch	14	622.9548432238516
136	catch	13	591.8272268690998
172	catch	2	595.7069111400415
180	catch	8	651.8150710608097
200	catch	3	608.9020323934164
212	catch	6	615.9036710178043
218	catch	15	559.6196891965519
240	catch	10	622.8071349778475
278	catch	7	644.2083194997394
294	catch	8	618.1398221433483
296	catch	5	681.7119341121725
298	catch	13	649.8386365501574
