onset	trial_type	obj_pair	reaction_time
18	catch	3	524.0158999804407
44	catch	11	538.1981999962591
48	catch	14	609.6854999777861
80	catch	1	631.9962000125088
118	catch	11	615.2445000479929
128	catch	11	790.7409000326879
134	catch	6	670.3695000032894
154	catch	9	589.0074000344612
166	catch	13	692.4748999881558
168	catch	15	676.4273000298999
180	catch	1	611.59129999578
196	catch	3	714.5066999946721
198	catch	7	594.5998000097461
236	catch	11	592.0271000359207
290	catch	7	573.8123000483029
318	catch	4	627.9724999913014
