onset	trial_type	obj_pair	reaction_time
18	catch	6	515.4682833922379
52	catch	3	480.4213292109125
76	catch	9	423.48726498403266
120	catch	2	506.60223445129304
148	catch	7	464.3809562912793
156	catch	12	424.4685636358554
238	catch	12	547.3656214353468
240	catch	4	410.1823903524746
280	catch	14	486.9164642186661
284	catch	6	407.7735453661262
300	catch	5	461.63296306713164
304	catch	13	420.0225979825518
316	catch	4	403.00672762987233
330	catch	5	425.54178931050046
334	catch	14	433.15923723775995
354	catch	7	415.6685593520706
