onset	trial_type	obj_pair	reaction_time
16	catch	16	419.19460002100095
44	catch	15	433.39630000991747
50	catch	9	584.75300000282
54	catch	8	344.5054000476375
64	catch	9	463.45939999446273
84	catch	4	310.4917000164278
142	catch	9	443.42019996838644
176	catch	3	450.00059995800257
216	catch	5	455.7850999990478
266	catch	13	477.2701999754645
276	catch	1	380.6197000085376
292	catch	10	347.4481999874115
302	catch	8	379.0142000070773
308	catch	4	434.9332999554463
316	catch	3	346.2611000286415
326	catch	10	385.6907999725081
