onset	trial_type	obj_pair	reaction_time
14	catch	13	395.83859999993365
30	catch	4	363.7231000000156
44	catch	14	346.6501000000335
46	catch	10	402.7464000000691
48	catch	9	338.36840000003576
116	catch	7	454.8917000001893
164	catch	4	404.85130000001845
166	catch	8	340.64999999986867
198	catch	11	506.728399999929
208	catch	10	378.3568999999716
220	catch	5	369.5335999998406
232	catch	6	0.0
242	catch	16	454.75550000014664
254	catch	16	487.07039999999324
278	catch	9	389.4454000001133
334	catch	1	418.0277999998907
