onset	trial_type	obj_pair	reaction_time
16	catch	16	668.6041270804708
44	catch	15	978.4712076288997
50	catch	9	849.7946812567534
54	catch	8	905.5908636983077
64	catch	9	576.863108046382
84	catch	4	695.0300458847778
142	catch	9	1042.275758110918
176	catch	3	712.1155461209128
216	catch	5	884.1415034803504
266	catch	13	743.8660970146884
276	catch	1	856.1876312523964
292	catch	10	926.0223320379737
302	catch	8	813.292480808741
308	catch	4	981.7926320865809
316	catch	3	1036.164836899843
326	catch	10	649.9696997561841
