onset	trial_type	obj_pair	reaction_time
18	catch	6	924.0280493704631
52	catch	3	760.2273366210284
76	catch	9	799.5565186574822
120	catch	2	843.4624210021866
148	catch	7	792.8333450836362
156	catch	12	752.0627817502827
238	catch	12	714.9237852900114
240	catch	4	913.803167111837
280	catch	14	679.4921339860593
284	catch	6	783.0596196363331
300	catch	5	909.9435674670531
304	catch	13	1021.1503740010812
316	catch	4	892.4211903577088
330	catch	5	842.6190121317632
334	catch	14	938.7609297300514
354	catch	7	672.7122869069717
