onset	trial_type	obj_pair	reaction_time
16	catch	16	632.3249999550171
44	catch	15	529.3959999689832
50	catch	9	562.1002999832854
54	catch	8	506.119400030002
64	catch	9	514.7899999865331
84	catch	4	579.0860000415705
142	catch	9	566.1985999904573
176	catch	3	527.4669000064023
216	catch	5	521.7075999826193
266	catch	13	491.8873000424355
276	catch	1	516.4748000097461
292	catch	10	572.5521999993362
302	catch	8	628.9317999617197
308	catch	4	605.2323000039905
316	catch	3	493.8556999550201
326	catch	10	566.2552999565378
