onset	trial_type	obj_pair	reaction_time
20	catch	5	522.8001124544335
54	catch	10	521.2632368100003
104	catch	1	485.2533122705154
154	catch	8	512.4413742630622
160	catch	16	520.7388962519417
162	catch	15	424.0263999893159
204	catch	6	476.5742488541491
220	catch	16	451.16626727531184
236	catch	2	483.2634956335369
272	catch	4	543.9428624977154
278	catch	13	518.0034004042682
304	catch	7	476.15120642922193
318	catch	12	539.1778340049314
334	catch	12	514.1281889946185
336	catch	3	490.2195982881494
338	catch	16	473.6281242885525
