onset	trial_type	obj_pair	reaction_time
18	catch	6	669.8508000117727
52	catch	3	495.59010000666603
76	catch	9	464.70009998301975
120	catch	2	506.2296999967657
148	catch	7	603.4914000192657
156	catch	12	579.9392999906559
238	catch	12	0.0
240	catch	4	55.46399997547269
280	catch	14	481.3598000037018
284	catch	6	385.6606000044849
300	catch	5	506.3883999828249
304	catch	13	482.36379999434575
316	catch	4	435.35730001167394
330	catch	5	660.1591000217013
334	catch	14	507.77880000532605
354	catch	7	548.9639000152238
