onset	trial_type	obj_pair	reaction_time
18	catch	3	644.2563000018708
44	catch	11	514.1291000181809
48	catch	14	666.5279000299051
80	catch	1	408.2763000042178
118	catch	11	534.1978999786079
128	catch	11	685.483600012958
134	catch	6	493.55180002748966
154	catch	9	636.1375999986194
166	catch	13	675.7877999916673
168	catch	15	811.6693999618292
180	catch	1	570.7312999875285
196	catch	3	505.97759999800473
198	catch	7	514.0195999993011
236	catch	11	535.5918999994174
290	catch	7	532.4310000287369
318	catch	4	490.2360000414774
