onset	trial_type	obj_pair	reaction_time
18	catch	6	545.9070404017439
52	catch	3	544.2746671101304
76	catch	9	462.8666313537906
120	catch	2	522.2046053631857
148	catch	7	464.0411547279655
156	catch	12	512.2077692576568
238	catch	12	440.04419635075465
240	catch	4	608.8658664853028
280	catch	14	573.3227007431196
284	catch	6	643.8132918378869
300	catch	5	545.4688253739732
304	catch	13	465.28261522462344
316	catch	4	505.8897973990497
330	catch	5	455.7003430304576
334	catch	14	494.5551113410147
354	catch	7	493.6880524824119
