onset	trial_type	obj_pair	reaction_time
20	catch	5	763.3702379835086
54	catch	10	857.2499564907048
104	catch	1	738.0403496790677
154	catch	8	880.0210628714922
160	catch	16	886.7272670477178
162	catch	15	855.0303225028983
204	catch	6	659.8136471338876
220	catch	16	626.1576770148167
236	catch	2	1025.6391376724423
272	catch	4	951.1801009412011
278	catch	13	837.2554007073632
304	catch	7	788.2409378335069
318	catch	12	825.9524032646368
334	catch	12	801.2851921766924
336	catch	3	912.9567898762616
338	catch	16	889.0968401228747
