onset	trial_type	obj_pair	reaction_time
40	catch	2	544.4288257895096
58	catch	9	526.0795837402839
72	catch	14	421.54124886656064
120	catch	10	457.3164473367797
162	catch	13	502.21874149428913
170	catch	16	477.06869084322534
188	catch	11	491.72389788145665
208	catch	11	593.947548093638
236	catch	15	487.6260090768483
242	catch	15	511.3244173116982
246	catch	1	486.67059364197485
302	catch	12	538.6133311913
312	catch	5	577.7095019420813
322	catch	8	465.74561227316735
330	catch	2	536.4619730389677
336	catch	6	631.6706159559544
