onset	trial_type	obj_pair	reaction_time
20	catch	5	683.2148546782264
54	catch	10	632.9794592384133
104	catch	1	596.2934700619371
154	catch	8	769.1103167890105
160	catch	16	0.0
162	catch	15	0.0
204	catch	6	468.3151041317615
220	catch	16	634.5435559669568
236	catch	2	1144.5872435724596
272	catch	4	574.0413492712833
278	catch	13	454.0360835562751
304	catch	7	643.4970614645863
318	catch	12	698.2275057889638
334	catch	12	610.6072979273449
336	catch	3	497.47959534215624
338	catch	16	418.3978830005799
