onset	trial_type	obj_pair	reaction_time
16	catch	16	546.8113999813795
44	catch	15	427.8710000216961
50	catch	9	499.8542000539601
54	catch	8	508.7385999504477
64	catch	9	500.8910000324249
84	catch	4	470.26329999789596
142	catch	9	528.4669999964535
176	catch	3	482.25530004128814
216	catch	5	484.0655999723822
266	catch	13	486.59590003080666
276	catch	1	462.31960016302764
292	catch	10	463.2562000770122
302	catch	8	455.8027000166476
308	catch	4	431.54149991460145
316	catch	3	776.3739000074565
326	catch	10	464.46239994838834
