onset	trial_type	obj_pair	reaction_time
18	catch	6	460.4457000095863
52	catch	3	563.0304000223987
76	catch	9	568.4548999997787
120	catch	2	526.1594000039622
148	catch	7	492.955499998061
156	catch	12	444.5292000018526
238	catch	12	536.0006999981124
240	catch	4	639.5427000243217
280	catch	14	582.4069999798667
284	catch	6	789.9738999840338
300	catch	5	557.1456000034232
304	catch	13	532.5646999990568
316	catch	4	475.7511999923736
330	catch	5	515.1093000022229
334	catch	14	507.0730999868829
354	catch	7	489.9765999871306
