onset	trial_type	obj_pair	reaction_time
40	catch	2	629.9985273840321
58	catch	9	479.29903476710933
72	catch	14	783.5767612264135
120	catch	10	587.1877942443007
162	catch	13	535.337876130825
170	catch	16	1262.592875215887
188	catch	11	437.03316956066374
208	catch	11	515.6619409081031
236	catch	15	490.0107545595347
242	catch	15	385.9235756901853
246	catch	1	433.877755019239
302	catch	12	428.9792985885015
312	catch	5	517.3884716475641
322	catch	8	634.9880182604011
330	catch	2	482.5642261403118
336	catch	6	514.951515232724
