onset	trial_type	obj_pair	reaction_time
18	catch	6	443.79200000548735
52	catch	3	413.67999999783933
76	catch	9	454.65229998808354
120	catch	2	457.0800000219606
148	catch	7	418.2511999970302
156	catch	12	514.6487000165507
238	catch	12	405.8807999826968
240	catch	4	422.1718999906443
280	catch	14	464.2009999952279
284	catch	6	392.2704000142403
300	catch	5	417.08429995924234
304	catch	13	505.4826000123285
316	catch	4	442.1415000106208
330	catch	5	425.21890002535656
334	catch	14	457.6130000059493
354	catch	7	554.9999999930151
