onset	trial_type	obj_pair	reaction_time
48	catch	2	570.4355000052601
76	catch	11	531.5635000006296
92	catch	12	579.9491000361741
126	catch	6	445.87009999668226
132	catch	14	534.3949000234716
136	catch	13	614.501099975314
172	catch	2	384.54830000409856
180	catch	8	680.482399999164
200	catch	3	577.7109999908134
212	catch	6	457.76920003117993
218	catch	15	530.0045000039972
240	catch	10	499.07079996773973
278	catch	7	597.1710000303574
294	catch	8	517.8153000306338
296	catch	5	502.0121000125073
298	catch	13	477.3640999919735
