onset	trial_type	obj_pair	reaction_time
16	catch	16	395.14280000003055
44	catch	15	460.9649999765679
50	catch	9	484.9209999665618
54	catch	8	413.42999995686114
64	catch	9	477.93580003781244
84	catch	4	518.8958999933675
142	catch	9	505.11600001482293
176	catch	3	458.88079999713227
216	catch	5	492.68340005073696
266	catch	13	414.2760000540875
276	catch	1	454.54939996125177
292	catch	10	472.0017000217922
302	catch	8	480.5352999828756
308	catch	4	488.51210001157597
316	catch	3	368.1953999912366
326	catch	10	441.7305999668315
