onset	trial_type	obj_pair	reaction_time
40	catch	2	571.2447999976575
58	catch	9	602.3067000205629
72	catch	14	513.5774000082165
120	catch	10	535.1267000078224
162	catch	13	540.8271999913268
170	catch	16	724.531699961517
188	catch	11	563.7650000280701
208	catch	11	626.4139999984764
236	catch	15	552.9443999985233
242	catch	15	608.1514999968931
246	catch	1	560.6555000413209
302	catch	12	589.6722999750637
312	catch	5	628.8285999908112
322	catch	8	515.5888000153936
330	catch	2	595.8930000197142
336	catch	6	515.6854999950156
