onset	trial_type	obj_pair	reaction_time
18	catch	3	340.1974999869708
44	catch	11	378.8162999844644
48	catch	14	322.5631999957841
80	catch	1	432.39500001072884
118	catch	11	413.89249998610467
128	catch	11	405.22680000867695
134	catch	6	485.29459998826496
154	catch	9	387.81750001362525
166	catch	13	547.4471999914385
168	catch	15	387.36900000367314
180	catch	1	410.58379999594763
196	catch	3	497.6234000059776
198	catch	7	425.8339000225533
236	catch	11	431.7791000066791
290	catch	7	404.9418000213336
318	catch	4	475.6225000019185
