onset	trial_type	obj_pair	reaction_time
14	catch	13	484.21912714866266
30	catch	4	546.4389674011727
44	catch	14	512.6116232295317
46	catch	10	568.2809966847344
48	catch	9	543.1300423178982
116	catch	7	562.4851343804949
164	catch	4	453.8073612088738
166	catch	8	533.6905693179688
198	catch	11	500.056896553815
208	catch	10	474.2182748163941
220	catch	5	472.6822909810835
232	catch	6	487.74537475628676
242	catch	16	494.8358010078664
254	catch	16	565.676250128945
278	catch	9	556.0971016675467
334	catch	1	535.0409142001809
