onset	trial_type	obj_pair	reaction_time
16	catch	16	444.807399995625
44	catch	15	502.01339996419847
50	catch	9	486.09729995951056
54	catch	8	430.51209999248385
64	catch	9	431.09610001556575
84	catch	4	512.3524999944493
142	catch	9	587.2215999988839
176	catch	3	436.0904999775812
216	catch	5	422.1250000409782
266	catch	13	600.7350999861956
276	catch	1	480.99869990255684
292	catch	10	449.4637999450788
302	catch	8	450.25480003096163
308	catch	4	410.74269998352975
316	catch	3	458.5400000214577
326	catch	10	386.8566000601277
