onset	trial_type	obj_pair	reaction_time
14	catch	13	514.9624000187032
30	catch	4	521.8040000181645
44	catch	14	456.71430000220425
46	catch	10	480.8885000238661
48	catch	9	464.9193999939598
116	catch	7	540.2076999889687
164	catch	4	562.3401000048034
166	catch	8	634.2014000110794
198	catch	11	519.9731000175234
208	catch	10	471.85739999986254
220	catch	5	447.0005000184756
232	catch	6	517.7226000232622
242	catch	16	477.4091999861412
254	catch	16	508.68339999578893
278	catch	9	539.5655000174884
334	catch	1	591.9511999818496
