onset	trial_type	obj_pair	reaction_time
16	catch	16	475.96499999053776
44	catch	15	610.9400999848731
50	catch	9	514.7005999751855
54	catch	8	466.52469999389723
64	catch	9	465.65389999886975
84	catch	4	504.5061999990139
142	catch	9	669.2117000056896
176	catch	3	499.237300013192
216	catch	5	416.64330000639893
266	catch	13	502.25640001008287
276	catch	1	525.691300019389
292	catch	10	604.3461000081152
302	catch	8	468.22619999875315
308	catch	4	515.2428000001237
316	catch	3	475.1581000164151
326	catch	10	426.4723999949638
