onset	trial_type	obj_pair	reaction_time
14	catch	13	1321.7081998009235
30	catch	4	458.54360004886985
44	catch	14	362.57830006070435
46	catch	10	586.9171000085771
48	catch	9	418.56969986110926
116	catch	7	518.1207999121398
164	catch	4	488.73470001854
166	catch	8	408.569100080058
198	catch	11	521.5785000473261
208	catch	10	506.1387999448925
220	catch	5	450.50360006280243
232	catch	6	402.98329992219806
242	catch	16	371.70620006509125
254	catch	16	380.5742000695318
278	catch	9	413.46809989772737
334	catch	1	488.4832000825554
