onset	trial_type	obj_pair	reaction_time
16	catch	16	400.41960001690313
44	catch	15	529.738700017333
50	catch	9	570.1565999770537
54	catch	8	353.8029000046663
64	catch	9	561.6539000184275
84	catch	4	371.0029000067152
142	catch	9	518.0914999800734
176	catch	3	455.4527999716811
216	catch	5	568.6085000052117
266	catch	13	483.0031999736093
276	catch	1	483.7064999737777
292	catch	10	716.5133000235073
302	catch	8	501.19350000750273
308	catch	4	509.3113999464549
316	catch	3	445.6831999705173
326	catch	10	470.27029999298975
