onset	trial_type	obj_pair	reaction_time
40	catch	2	498.2789000496268
58	catch	9	480.64809991046786
72	catch	14	495.5212001223117
120	catch	10	573.013000190258
162	catch	13	514.2821001354605
170	catch	16	417.424299987033
188	catch	11	519.6817999240011
208	catch	11	511.17319986224174
236	catch	15	509.90320020355284
242	catch	15	477.2924999706447
246	catch	1	540.4940999578685
302	catch	12	585.9507999848574
312	catch	5	577.2789001930505
322	catch	8	735.5740999337286
330	catch	2	471.8323000706732
336	catch	6	463.35049998015165
