onset	trial_type	obj_pair	reaction_time
14	catch	13	577.6808999944478
30	catch	4	410.2695000474341
44	catch	14	482.8263000235893
46	catch	10	602.9215999878943
48	catch	9	466.8461999972351
116	catch	7	493.5053999652155
164	catch	4	384.32020001346245
166	catch	8	504.3763999710791
198	catch	11	594.0359000233002
208	catch	10	441.7505000019446
220	catch	5	482.13469999609515
232	catch	6	410.5015000095591
242	catch	16	483.58709999592975
254	catch	16	428.0237999628298
278	catch	9	413.32629998214543
334	catch	1	504.0760999545455
