onset	trial_type	obj_pair	reaction_time
26	catch	1	603.899800014915
108	catch	15	631.0041999968234
122	catch	10	758.5633000126109
134	catch	2	693.994900007965
176	catch	14	515.7974000030663
182	catch	1	459.5398999808822
216	catch	14	521.4907000190578
218	catch	12	513.5271000035573
256	catch	16	567.4161000060849
280	catch	5	573.5717999923509
292	catch	15	509.2290999891702
330	catch	7	651.0668999981135
336	catch	2	450.8594999788329
338	catch	12	450.77100000344217
350	catch	3	545.8600999845657
358	catch	8	513.569800008554
