onset	trial_type	obj_pair	reaction_time
20	catch	5	490.99539517226276
54	catch	10	543.6811579586447
104	catch	1	499.5887829447838
154	catch	8	528.4141390836794
160	catch	16	487.74046603409715
162	catch	15	560.0530856005435
204	catch	6	500.5410750725332
220	catch	16	483.33868086569964
236	catch	2	458.4465500383885
272	catch	4	471.47296030311736
278	catch	13	446.2729187127934
304	catch	7	595.9536955763269
318	catch	12	514.5786821328784
334	catch	12	495.58460428329454
336	catch	3	450.5850081372955
338	catch	16	434.42147806968023
